,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize
22532,0,2,57,1,0,3,13,6,2
22534,0,2,12,1,1,0,8,6,3
22536,0,2,52,1,0,0,8,0,4
22537,0,2,125,1,0,3,11,6,3
22539,0,0,76,1,0,3,8,0,2
22540,0,2,164,1,0,6,8,0,3
22541,2,0,164,2,1,0,8,1,1
22542,1,2,165,1,0,3,4,0,5
22544,0,0,164,1,0,0,8,6,4
22545,0,2,57,0,0,6,10,0,3
22546,0,0,132,1,0,0,12,0,3
22547,1,2,165,1,0,3,11,6,6
22548,0,3,57,1,0,6,4,4,4
22550,0,0,57,1,0,3,8,6,4
22552,0,2,43,1,0,1,8,5,6
22553,2,3,71,1,0,0,8,4,2
22555,0,2,27,1,1,6,6,0,4
22556,0,0,53,1,0,3,8,0,1
22558,1,2,110,2,0,4,1,0,3
22559,0,2,145,1,0,4,8,0,2
22560,0,2,164,1,0,0,8,6,4
22563,0,2,165,1,0,3,8,0,9
22564,0,0,57,1,1,3,6,6,3
22565,0,3,164,1,0,6,13,3,4
22569,0,2,149,1,0,0,15,6,1
22571,2,0,57,3,1,0,8,6,8
22572,0,2,164,1,0,3,8,6,4
22574,1,2,125,1,0,3,13,4,9
22576,0,1,165,1,0,0,8,5,7
22577,0,0,165,1,0,0,8,4,4
22578,1,3,117,1,0,1,3,4,4
22580,0,3,57,3,0,6,7,6,4
22581,1,1,162,1,0,3,11,4,6
22583,0,1,145,1,0,4,13,0,2
22584,0,2,33,1,0,0,7,0,3
22589,0,0,57,1,0,3,8,0,6
22590,0,3,42,2,0,0,8,6,4
22591,0,2,164,1,0,6,11,0,2
22594,0,2,125,2,0,6,7,0,4
22596,0,0,12,1,0,3,6,0,2
22598,0,2,150,1,0,4,10,6,7
22600,0,0,165,1,0,3,8,0,2
22601,0,2,165,3,0,6,8,0,4
22603,0,2,53,3,1,0,8,6,3
22604,0,3,57,3,0,0,8,4,2
22605,0,0,165,1,0,0,8,6,3
22606,0,3,60,1,0,0,7,0,3
22607,0,2,165,1,0,0,8,4,2
22608,0,1,57,3,1,0,8,0,1
22609,0,2,132,1,0,3,8,2,3
22610,0,3,165,2,0,0,7,6,3
22611,0,2,164,1,0,0,8,6,1
22612,0,3,114,2,0,1,15,3,9
22613,0,2,23,1,0,0,10,5,8
22614,0,1,143,1,0,6,13,0,1
22615,0,2,164,2,0,0,6,6,7
22616,0,2,165,1,0,0,8,6,6
22617,0,3,132,1,0,3,8,0,0
22618,0,3,165,1,0,0,4,4,3
22619,0,2,145,1,0,6,8,6,3
22621,0,3,164,1,0,0,8,6,3
22622,0,0,57,1,0,3,4,6,4
22623,0,3,165,1,0,3,8,2,2
22624,1,2,132,1,0,3,2,0,4
22625,0,0,117,1,0,3,11,0,5
22626,0,2,164,1,0,0,8,6,4
22627,1,2,164,1,0,3,4,0,6
22628,2,0,27,3,1,6,7,0,3
22629,0,3,165,1,0,6,8,0,6
22631,0,2,71,1,0,6,8,0,0
22632,0,2,164,1,0,0,8,6,3
22634,0,2,57,1,0,0,8,3,1
22635,0,0,165,1,0,1,8,4,0
22640,0,0,145,1,0,0,8,6,4
22641,0,2,53,1,0,3,4,6,1
22645,0,3,165,2,0,3,8,3,0
22646,1,3,57,2,1,0,8,5,1
22647,0,2,115,2,0,6,6,3,1
22648,0,3,165,1,0,6,3,0,3
22651,1,2,52,2,0,3,11,5,3
22652,0,2,165,1,0,3,8,6,3
22653,0,2,165,1,0,3,8,6,3
22655,0,2,165,1,0,6,8,6,7
22658,2,2,57,2,1,6,7,0,7
22659,0,0,33,1,0,0,8,0,4
22660,0,2,164,1,0,0,7,6,4
22662,1,2,125,1,0,3,11,4,0
22666,0,2,164,1,0,3,6,6,0
22667,0,0,165,1,0,0,8,2,3
22668,0,2,57,1,0,0,8,2,3
22669,0,0,33,1,0,6,7,0,4
22671,0,2,57,1,0,0,9,0,1
22672,0,2,110,1,0,0,7,6,1
22673,0,0,53,1,0,3,8,6,0
22674,0,3,145,1,0,0,8,6,3
22676,0,3,145,1,0,6,8,2,3
22677,0,0,145,1,0,0,6,0,1
22678,0,0,77,1,0,6,13,0,1
22680,0,2,33,1,0,1,9,6,4
22681,1,1,57,2,0,3,8,0,2
22682,0,2,164,1,0,0,8,6,0
22683,2,2,3,2,0,3,6,1,8
22685,0,3,145,1,0,4,8,4,4
22686,0,2,145,1,0,0,0,0,7
22690,0,2,75,1,0,0,11,6,3
22691,0,2,52,1,0,0,9,0,4
22692,0,2,53,1,0,3,8,6,3
22693,0,2,164,2,0,6,2,0,4
22694,0,2,145,1,0,0,8,6,1
22697,0,2,33,1,0,0,8,0,4
22701,0,2,165,1,0,3,8,4,3
22702,0,0,165,1,0,0,3,4,4
22703,0,3,164,1,0,6,7,3,4
22704,0,0,164,1,0,3,13,6,3
22705,2,0,165,2,0,6,8,6,2
22706,3,2,165,1,0,3,8,4,9
22707,0,2,164,1,0,1,3,0,3
22710,1,0,165,1,0,0,0,0,0
22712,0,3,131,1,0,0,6,3,0
22714,0,0,165,1,0,0,0,6,7
22715,0,2,57,1,0,6,8,3,4
22716,0,2,164,1,0,3,8,0,4
22717,0,2,164,1,0,0,8,6,1
22718,0,0,75,1,0,0,8,0,2
22719,0,2,38,1,1,6,8,6,3
22720,0,3,165,1,0,6,8,6,3
22723,0,3,165,1,0,0,5,2,4
22724,0,2,52,1,0,0,8,3,7
22725,0,2,57,1,0,3,8,6,1
22727,1,2,164,1,0,6,8,6,4
22728,1,2,43,1,0,0,8,4,2
22729,3,0,71,1,0,0,6,0,4
22730,0,0,165,1,0,0,6,6,4
22731,0,3,164,1,0,3,6,0,7
22732,0,2,165,3,0,6,8,4,4
22733,1,2,164,1,0,3,3,6,0
22734,0,2,165,1,0,6,8,0,2
22736,0,2,165,1,0,6,10,2,4
22737,3,0,165,1,0,3,8,0,2
22738,0,0,132,1,0,3,15,0,4
22741,0,2,164,1,0,4,8,0,4
22743,0,3,122,1,0,0,8,0,1
22744,1,2,127,1,0,6,8,6,4
22745,0,2,164,1,0,0,2,5,1
22746,0,2,149,1,0,0,8,6,2
22747,0,0,165,1,0,3,15,6,4
22748,0,0,33,1,0,6,7,6,6
22750,1,0,165,1,0,3,4,6,4
22751,0,2,53,1,0,3,15,6,2
22752,0,2,33,1,0,0,8,6,0
22754,0,2,57,1,0,3,6,0,6
22757,0,2,165,1,0,0,8,3,0
22758,0,2,110,1,0,0,8,0,4
22759,0,2,145,1,0,6,7,0,4
22760,0,0,150,1,0,0,6,0,3
22762,0,3,15,1,0,1,8,6,4
22763,3,2,125,1,0,3,8,4,4
22764,0,0,164,1,0,3,8,0,2
22765,0,0,33,1,0,0,8,0,4
22766,0,0,164,1,0,3,0,2,1
22767,0,0,57,3,0,0,4,0,4
22768,0,2,45,1,0,0,8,6,6
22769,1,3,165,1,0,1,3,0,0
22770,0,3,164,1,0,3,6,2,7
22771,1,3,50,1,0,3,8,4,4
22772,0,3,53,1,0,3,8,0,1
22774,0,3,165,1,0,1,8,5,6
22776,0,0,165,1,0,0,8,0,6
22777,0,3,132,1,0,6,4,0,5
22779,0,2,164,1,0,0,7,0,1
22782,0,0,14,1,0,0,11,6,6
22783,0,3,165,1,0,0,8,6,1
22784,0,0,165,1,1,0,8,0,2
22785,0,1,163,2,1,6,7,2,1
22787,0,3,164,1,0,0,8,4,7
22788,0,3,83,3,0,6,11,5,1
22789,0,2,165,1,0,6,4,6,3
22794,0,2,33,1,0,0,8,0,4
22795,0,0,101,1,0,0,8,6,4
22796,0,1,165,1,0,0,8,6,1
22797,0,2,27,1,0,0,8,6,4
22798,1,2,164,1,0,6,11,0,3
22799,0,3,165,1,0,3,12,0,3
22800,0,3,57,1,0,3,8,6,6
22801,1,1,145,3,0,3,13,0,3
22802,0,2,145,1,0,6,7,6,2
22803,0,2,145,1,0,3,8,6,3
22804,0,2,39,1,0,0,6,6,6
22806,1,3,71,2,0,6,6,4,4
22808,0,1,165,1,0,0,8,2,7
22810,1,1,15,1,0,0,8,6,4
22811,0,0,165,1,0,6,8,6,8
22812,0,2,165,1,0,3,8,0,4
22815,0,0,165,3,0,6,8,0,0
22816,0,0,165,0,0,0,8,0,4
22817,1,2,110,2,1,0,13,4,4
22818,0,3,17,1,0,3,5,1,7
22819,2,3,165,2,1,6,7,6,4
22820,0,0,145,1,0,3,8,0,6
22821,0,2,12,1,0,3,8,0,0
22822,0,0,164,1,0,0,3,0,0
22825,0,2,60,1,0,0,11,2,7
22827,0,3,75,1,0,0,8,2,8
22828,0,2,164,1,0,0,8,6,0
22829,0,0,33,1,0,6,8,6,4
22830,0,3,165,3,0,3,9,2,4
22832,1,0,165,1,0,6,4,6,2
22833,1,0,101,1,0,0,6,0,1
22834,0,3,115,1,0,6,10,4,2
22835,0,3,76,1,0,0,13,6,4
22836,0,2,33,1,0,6,8,4,1
22837,0,2,165,1,0,0,13,0,0
22839,0,3,162,1,0,6,4,3,3
22840,0,3,165,1,0,0,8,6,4
22841,0,3,165,1,0,0,14,6,4
22842,0,3,150,1,0,0,12,0,0
22843,0,2,165,1,0,0,8,6,3
22845,0,3,164,1,0,6,8,6,6
22846,0,0,165,1,0,0,8,2,0
22847,0,3,33,1,0,6,8,0,1
22848,0,0,33,2,0,0,7,0,1
22849,1,2,165,1,0,0,2,0,2
22850,0,2,33,1,0,0,8,0,5
22851,0,3,117,1,0,3,8,6,3
22852,0,2,33,1,0,0,6,0,0
22853,0,3,53,1,0,6,15,6,6
22855,1,3,119,3,0,6,8,2,1
22856,0,2,113,1,0,0,8,1,3
22857,0,0,33,2,0,0,8,0,6
22858,0,0,121,1,0,0,8,0,7
22859,0,0,165,1,0,6,8,0,9
22860,0,3,53,2,0,4,8,2,5
22862,0,2,150,1,0,0,8,6,0
22863,0,2,165,1,0,0,8,0,0
22864,0,0,127,1,0,0,8,1,4
22865,0,2,164,1,0,3,8,6,4
22866,2,2,57,2,1,6,6,5,2
22869,1,2,71,1,0,3,0,0,5
22870,2,2,165,1,0,6,8,6,2
22873,0,3,57,1,0,3,8,6,4
22877,3,1,57,1,0,3,8,0,5
22878,0,1,165,1,0,0,8,2,2
22879,3,1,53,2,1,0,7,6,7
22881,0,3,165,3,1,6,8,0,4
22882,0,2,36,1,0,6,8,3,4
22885,0,1,113,1,0,6,10,0,7
22886,0,0,159,2,0,0,8,6,4
22887,0,1,33,1,0,0,8,6,4
22888,0,3,165,1,0,0,8,4,6
22889,0,3,33,1,0,0,8,0,2
22891,0,3,165,1,0,0,8,6,3
22892,2,2,71,2,0,3,3,0,8
22894,0,3,57,1,0,6,7,6,1
22895,0,3,119,1,0,0,8,0,3
22896,0,0,132,1,0,0,6,6,6
22897,0,2,165,2,0,3,8,2,0
22899,0,2,122,1,0,0,8,4,6
22900,0,3,159,1,0,0,2,6,7
22901,0,3,57,1,0,0,8,0,4
22903,0,3,164,1,0,3,7,6,4
22905,0,3,165,1,0,0,8,0,9
22907,0,0,165,1,0,0,8,0,3
22908,0,2,165,1,0,3,8,0,0
22909,0,3,164,1,0,3,6,0,3
22911,0,0,9,1,0,0,15,6,1
22912,0,2,165,1,0,3,6,0,6
22913,0,2,165,1,0,0,8,0,0
22914,0,0,101,1,0,0,11,4,7
22915,0,2,71,1,0,0,6,0,1
22916,0,3,57,1,0,3,3,6,6
22917,0,3,150,1,0,3,8,4,4
22919,0,2,29,2,0,0,8,0,4
22922,0,2,165,1,0,1,8,0,2
22923,0,2,101,1,0,0,8,6,0
22924,0,2,33,2,0,6,8,6,0
22926,0,0,165,1,0,0,6,0,4
22928,0,2,164,1,0,0,8,0,4
22929,0,2,87,1,0,6,10,0,4
22930,0,2,164,1,0,0,7,0,4
22933,0,2,57,1,0,3,8,6,4
22935,0,2,165,1,0,3,13,6,6
22936,0,3,38,1,0,0,7,5,7
22937,0,2,165,3,0,0,8,4,5
22940,0,2,33,3,1,6,8,1,1
22943,0,2,165,2,0,3,8,0,4
22945,0,2,164,1,0,0,8,6,3
22946,0,2,9,3,0,6,7,6,6
22947,0,3,57,1,1,0,8,0,1
22949,0,2,94,1,0,6,4,0,4
22950,0,3,165,1,0,0,4,6,2
22953,0,2,27,1,0,0,8,1,3
22954,0,3,164,1,0,0,8,0,3
22956,0,0,53,1,0,6,7,0,7
22957,0,2,165,1,0,3,8,0,2
22958,0,2,29,1,0,0,11,0,2
22959,0,0,165,2,0,0,8,0,0
22961,2,3,57,2,1,0,8,5,4
22962,0,2,165,1,0,0,6,3,6
22964,0,3,165,1,0,0,15,4,2
22965,0,2,164,1,0,0,8,6,5
22966,0,3,71,2,0,0,6,0,6
22969,0,2,165,1,0,0,8,6,0
22970,0,2,57,1,0,6,4,6,6
22971,0,0,33,1,0,6,7,3,1
22972,0,2,165,1,0,0,9,6,3
22973,0,0,75,1,0,6,15,2,4
22974,0,3,145,1,0,6,4,6,2
22975,0,2,164,1,0,0,8,0,0
22977,0,1,165,1,0,0,8,3,3
22982,0,2,161,1,0,0,8,2,6
22985,0,2,164,1,0,3,8,0,0
22986,0,1,33,1,0,0,6,0,4
22987,0,0,18,1,0,6,8,1,7
22988,0,2,165,1,0,0,7,6,7
22992,2,2,56,2,0,3,8,4,4
22996,0,2,164,1,0,6,13,6,7
22997,0,2,145,1,0,0,13,0,7
22998,0,2,165,1,0,0,8,0,4
22999,0,2,165,1,0,0,8,0,2
23000,0,0,165,1,0,0,7,2,4
23001,0,2,137,0,0,6,14,2,7
23003,0,3,165,1,0,3,8,6,8
23005,0,3,165,1,0,0,6,0,2
23007,0,2,68,1,0,0,8,4,1
23010,0,3,33,1,0,6,0,6,7
23012,0,2,165,1,0,0,8,6,0
23013,0,0,165,1,0,0,8,6,4
23014,0,2,165,3,1,0,8,0,2
23015,0,0,165,1,0,0,8,0,3
23016,0,0,128,1,0,0,11,6,3
23017,0,2,131,3,0,3,7,6,0
23018,0,0,71,1,0,0,7,2,1
23019,0,2,165,1,0,0,4,6,2
23020,0,2,46,3,0,6,8,0,3
23021,0,2,165,3,1,6,8,0,4
23022,0,2,117,1,0,3,8,3,0
23023,0,2,164,1,0,3,8,6,0
23025,0,0,127,1,0,3,6,0,2
23026,0,3,135,1,0,0,6,6,9
23027,0,0,58,1,0,0,6,6,4
23028,0,2,165,1,0,0,8,6,2
23029,0,3,164,1,0,6,15,2,4
23030,0,3,165,1,0,6,3,0,1
23031,1,1,165,2,0,3,0,1,2
23032,0,2,149,2,0,6,7,6,7
23033,0,2,164,1,0,0,5,0,0
23034,2,0,165,2,0,3,6,0,8
23035,0,1,165,1,0,0,6,6,3
23036,0,0,165,1,0,3,12,2,2
23037,0,0,165,1,0,3,8,2,6
23040,1,2,165,1,0,0,11,6,5
23042,0,2,164,1,0,0,8,6,4
23044,1,2,125,3,1,6,14,6,7
23048,0,2,165,1,0,0,9,4,4
23050,0,2,165,1,0,3,8,6,3
23051,0,3,165,1,0,6,4,4,0
23052,0,2,165,1,0,3,8,0,5
23053,0,1,15,1,0,0,7,0,7
23054,0,2,165,1,0,6,8,5,4
23055,0,0,101,1,0,0,8,0,4
23058,1,0,165,1,0,0,15,1,0
23059,0,0,33,1,0,6,8,6,3
23060,1,3,165,1,0,6,8,4,2
23061,0,3,165,1,0,0,6,3,4
23062,0,2,33,1,0,0,8,0,4
23064,2,3,165,2,0,6,11,3,8
23065,0,2,150,1,0,3,8,0,3
23066,0,2,57,1,0,0,8,3,2
23067,0,2,57,1,0,3,8,0,2
23068,0,0,164,1,0,0,8,6,3
23069,0,2,164,1,0,0,8,0,4
23070,0,0,101,1,0,3,11,0,2
23071,0,0,165,1,0,3,5,0,2
23074,0,3,101,1,0,6,8,0,2
23075,1,2,165,1,0,6,11,0,6
23076,0,2,9,1,0,6,8,0,3
23077,0,0,164,1,0,0,7,0,3
23078,0,2,164,1,0,0,8,0,4
23079,0,3,165,1,0,0,7,6,2
23081,2,2,57,2,1,0,8,5,1
23082,0,2,164,1,0,0,8,0,7
23084,2,2,164,1,0,0,13,4,5
23085,0,0,165,1,0,0,8,6,0
23086,1,3,165,1,0,3,12,0,3
23087,0,2,165,3,0,3,2,4,5
23088,0,0,38,1,0,0,6,0,4
23089,0,0,165,1,0,0,8,6,4
23090,0,0,165,1,0,3,4,0,5
23091,0,2,165,1,0,6,7,0,0
23093,0,3,165,1,0,0,8,0,4
23095,0,3,165,1,0,6,13,0,4
23096,0,2,57,1,0,3,8,4,3
23098,0,3,91,1,0,3,8,0,1
23099,0,3,165,1,0,3,14,6,5
23101,0,3,165,1,0,3,6,0,2
23103,1,2,165,1,0,6,11,0,0
23105,0,3,165,3,0,0,0,5,7
23106,0,2,47,1,0,0,8,0,6
23108,0,3,165,1,0,3,6,4,3
23110,0,3,165,1,0,0,13,6,2
23111,3,1,165,3,0,0,2,6,7
23113,0,3,57,1,0,3,8,0,2
23115,0,0,164,1,0,0,7,0,0
23116,0,0,27,1,0,3,8,6,8
23117,1,0,165,1,0,0,12,3,4
23118,0,2,47,1,0,0,8,6,6
23121,0,0,165,1,0,1,4,0,3
23122,0,3,165,1,0,0,8,0,2
23124,1,2,164,1,0,6,2,0,3
23125,0,2,165,1,0,0,1,0,2
23127,0,2,164,1,0,0,8,0,4
23129,0,2,165,1,0,3,8,6,3
23131,1,1,76,2,0,3,14,0,0
23132,2,2,165,1,0,0,8,5,8
23134,0,2,165,1,0,0,6,6,2
23135,0,3,165,1,0,3,8,1,0
23137,0,2,164,1,0,3,13,0,4
23138,0,0,164,1,0,3,5,3,0
23144,0,2,165,1,0,0,6,6,6
23146,0,3,33,1,0,3,9,0,3
23147,0,2,165,1,0,0,8,0,4
23148,0,0,165,2,0,0,8,0,5
23149,0,2,165,1,0,6,5,3,4
23150,1,0,165,1,0,3,13,4,2
23151,0,2,165,1,0,0,8,5,4
23152,0,2,165,1,0,0,7,5,7
23153,1,1,158,3,1,4,15,0,3
23155,0,3,165,3,0,3,8,6,5
23159,0,2,29,1,0,0,8,0,0
23160,0,2,80,1,0,0,13,2,0
23165,0,3,53,2,0,3,8,0,2
23166,0,2,101,1,0,4,6,6,8
23167,0,3,165,1,0,0,4,3,8
23168,0,2,165,1,0,3,8,0,2
23169,0,3,164,1,0,6,4,3,4
23171,0,2,165,1,0,0,8,0,3
23172,1,2,57,0,0,3,6,0,2
23175,0,0,71,1,0,0,6,4,4
23177,0,2,159,1,0,0,6,6,4
23178,0,2,33,1,0,0,2,3,1
23179,0,2,60,1,0,0,15,6,3
23180,0,2,57,2,0,0,4,6,6
23181,0,0,166,3,1,0,8,0,1
23182,0,2,33,1,0,0,8,6,8
23184,0,3,60,2,0,3,8,0,3
23185,1,0,165,1,0,0,13,4,1
23186,0,2,53,3,0,6,9,1,7
23187,0,2,33,3,0,6,8,0,7
23188,0,2,165,2,0,6,8,0,4
23189,0,3,165,1,0,1,8,6,2
23190,0,0,165,1,0,0,8,6,3
23192,1,2,71,1,0,0,8,0,2
23193,0,3,33,1,0,3,8,0,4
23194,1,2,72,2,0,0,15,5,4
23195,2,2,53,3,1,3,8,0,7
23196,3,2,112,1,0,3,8,0,3
23198,0,3,165,1,0,3,8,6,5
23199,1,2,165,1,0,3,13,6,2
23200,0,2,165,1,0,3,8,0,3
23201,0,3,164,1,0,1,3,4,4
23202,0,2,165,1,0,0,8,3,2
23206,0,3,164,1,0,3,15,0,3
23207,0,2,81,1,0,0,11,0,3
23208,0,2,165,1,0,0,8,0,2
23210,0,2,57,1,0,3,6,6,3
23211,0,3,165,1,0,6,11,2,1
23214,0,0,75,3,0,3,8,0,2
23215,0,3,33,1,0,0,8,0,1
23218,1,2,144,1,0,3,0,6,4
23219,0,2,164,1,0,6,4,4,3
23220,0,3,165,1,0,0,8,6,1
23222,0,3,57,1,0,6,8,2,4
23223,0,0,33,1,0,0,8,6,2
23224,0,2,165,1,0,0,8,0,5
23225,0,0,165,1,0,0,6,6,3
23229,0,2,127,1,0,6,3,2,7
23232,0,3,165,1,0,3,2,0,1
23233,0,3,113,1,0,1,3,0,4
23234,0,3,33,1,0,0,6,0,5
23235,0,3,165,1,0,3,8,0,9
23237,0,3,77,1,0,0,7,2,4
23238,0,2,33,1,0,3,4,6,3
23239,0,2,33,1,0,6,4,0,4
23244,0,3,119,2,1,0,8,2,9
23246,0,2,165,1,0,0,4,6,4
23247,0,0,165,1,0,0,15,0,4
23252,2,3,165,3,1,6,8,6,1
23253,0,3,165,1,0,0,6,4,4
23255,0,0,165,1,0,0,8,0,2
23256,0,0,139,1,0,0,8,3,8
23257,0,0,11,1,0,1,3,6,6
23259,1,0,53,1,0,4,0,0,4
23260,0,0,164,1,0,3,11,2,7
23261,0,3,33,1,0,0,6,0,6
23262,0,2,60,1,0,0,0,4,4
23266,0,3,141,2,1,0,8,2,3
23268,0,0,165,1,0,3,8,0,2
23269,2,2,165,2,1,6,8,6,8
23271,0,3,165,1,0,0,8,0,2
23274,0,2,33,1,0,0,6,0,2
23275,0,3,165,1,0,0,8,0,2
23278,0,0,165,1,0,0,11,0,2
23279,0,3,128,2,1,6,6,5,7
23280,1,0,144,1,0,1,4,6,0
23281,0,0,27,1,0,6,15,0,4
23283,0,2,164,1,0,3,8,0,2
23287,0,0,33,1,0,0,7,0,0
23290,0,0,123,1,0,0,7,6,4
23291,0,0,80,0,0,0,6,6,4
23294,0,2,139,1,0,0,11,6,3
23295,3,3,123,1,1,0,6,6,3
23296,0,3,103,2,0,0,8,1,4
23297,1,2,164,1,0,3,8,6,0
23298,0,2,165,1,1,3,3,5,1
23304,3,0,113,1,0,3,7,0,3
23305,0,1,115,1,0,0,6,5,7
23306,0,3,165,1,0,0,13,0,0
23307,1,0,167,1,0,0,12,6,1
23308,2,3,36,2,1,6,8,0,3
23309,0,0,139,1,0,0,8,0,7
23310,0,0,97,1,0,0,11,6,1
23312,0,2,165,1,0,3,6,0,3
23313,0,3,165,0,0,6,8,0,2
23315,0,2,123,1,0,0,11,6,3
23316,0,2,165,1,0,3,11,0,1
23317,0,0,165,1,0,0,8,6,4
23318,0,2,165,1,0,3,8,6,2
23319,0,0,33,1,0,0,8,4,2
23320,0,0,132,1,0,3,7,0,4
23323,0,2,33,2,0,3,4,0,2
23324,0,3,165,1,0,0,6,6,5
23325,0,3,162,1,0,6,8,0,1
23326,2,2,97,2,0,0,8,0,2
23328,2,3,33,1,0,0,3,6,5
23329,0,2,165,1,0,0,8,0,6
23330,0,3,80,1,0,3,7,5,1
23331,0,1,165,1,0,0,7,2,1
23334,0,1,27,1,0,6,7,2,7
23335,0,0,97,1,0,6,8,6,4
23336,0,2,169,1,0,0,7,6,3
23338,0,2,33,1,0,0,14,0,3
23340,0,3,113,1,0,3,8,0,2
23342,1,0,67,1,0,3,1,0,7
23343,0,0,165,1,0,0,0,0,6
23344,0,3,165,1,0,0,12,0,8
23346,1,2,165,1,0,3,2,0,1
23347,0,2,67,1,0,3,6,6,1
23348,0,3,33,1,0,6,8,0,2
23349,0,2,101,1,0,0,8,0,4
23351,1,3,15,1,0,3,6,0,3
23352,0,0,80,1,0,6,15,6,7
23353,0,3,33,1,0,0,8,0,6
23354,0,2,71,1,0,0,8,0,5
23356,0,2,37,1,0,3,6,6,3
23357,0,3,165,1,0,0,6,0,9
23358,0,3,139,2,0,3,8,2,4
23359,0,1,97,2,0,6,7,0,8
23360,0,2,80,1,0,0,13,6,6
23361,0,3,165,1,0,0,8,6,5
23362,0,2,165,1,0,3,13,3,9
23363,0,2,67,1,0,0,8,0,0
23364,0,3,165,1,0,6,8,0,1
23366,0,2,141,1,0,0,3,0,4
23367,1,3,33,2,1,0,3,1,0
23368,0,3,33,2,0,0,8,2,7
23369,1,2,165,1,0,3,6,0,2
23370,0,0,165,1,0,0,4,6,2
23371,0,0,33,1,0,0,6,1,1
23372,0,3,15,1,0,0,5,2,7
23373,0,2,165,1,0,0,8,6,2
23374,0,2,71,1,0,0,6,0,3
23378,0,2,165,1,0,3,6,2,1
23379,0,3,71,2,0,3,7,2,8
23385,1,2,80,1,0,0,13,6,2
23386,0,3,163,3,0,3,8,4,7
23387,0,3,165,1,0,6,6,6,3
23391,0,1,71,1,0,4,8,6,2
23394,0,2,132,1,0,0,7,4,2
23395,0,0,165,3,0,3,13,0,2
23396,1,2,71,1,0,0,10,6,1
23397,0,3,165,1,0,6,6,4,4
23398,0,0,132,1,0,0,13,3,4
23399,2,2,132,2,1,0,8,6,7
23401,0,2,52,1,0,0,11,0,5
23402,0,2,165,1,0,0,8,2,4
23403,0,0,146,1,0,0,8,6,4
23405,0,0,132,1,0,3,8,3,7
23406,0,3,113,1,0,3,8,2,4
23407,1,0,97,1,0,6,15,6,1
23408,0,0,135,1,0,0,8,6,1
23409,0,1,165,1,0,0,8,0,2
23410,1,0,139,1,0,3,12,3,0
23411,0,2,91,3,0,6,8,0,3
23412,0,1,146,1,0,0,11,6,3
23414,0,2,71,2,0,3,8,2,4
23415,0,3,71,3,0,0,7,0,4
23416,0,2,57,1,0,6,13,0,1
23417,0,1,132,2,0,3,7,2,7
23419,0,3,43,1,0,3,6,0,0
23421,1,2,123,1,0,3,15,6,3
23422,1,0,57,1,0,3,3,0,6
23423,0,3,68,2,0,3,13,6,6
23424,0,2,76,1,0,0,14,6,4
23426,0,3,71,1,0,0,8,0,6
23428,0,3,52,1,0,3,8,0,1
23429,0,2,67,1,0,0,6,0,4
23430,0,2,165,1,0,0,11,0,5
23437,0,0,169,2,0,3,13,2,7
23438,1,3,72,1,0,0,7,3,0
23439,2,0,71,1,0,0,7,0,4
23440,0,2,71,2,0,0,8,3,6
23441,1,1,72,2,0,0,8,6,3
23442,0,3,165,1,0,0,11,6,2
23443,1,2,165,1,0,6,6,6,2
23444,0,2,57,1,0,0,8,0,2
23445,2,3,53,2,0,0,8,6,4
23447,1,3,164,2,0,3,3,0,3
23453,1,0,17,1,0,0,0,0,2
23454,0,2,143,1,0,0,8,1,7
23455,0,3,13,2,0,0,8,0,3
23456,0,2,43,1,0,3,8,4,0
23458,0,2,57,1,1,1,4,6,3
23459,0,2,57,1,0,0,4,6,2
23460,0,0,162,1,0,3,15,0,3
23461,0,2,165,1,0,3,6,0,5
23462,1,2,77,1,0,1,3,4,2
23463,0,3,123,1,0,0,8,1,3
23466,0,0,132,2,0,6,8,0,3
23467,0,3,57,3,0,0,6,6,0
23468,0,2,132,2,0,3,2,6,4
23469,0,2,164,1,0,0,11,6,0
23470,0,2,14,1,0,6,8,0,7
23471,0,2,159,1,0,0,8,6,4
23473,0,3,76,1,0,0,8,6,2
23475,2,2,57,2,1,0,8,6,3
23476,0,3,29,1,0,0,8,2,1
23477,0,2,119,2,0,3,6,0,4
23479,0,3,11,1,0,0,6,6,6
23480,0,0,140,1,0,3,8,2,2
23481,0,2,149,1,0,3,6,4,2
23482,3,2,153,1,0,0,11,1,9
23483,0,0,165,1,0,0,5,6,5
23484,1,2,71,1,0,6,8,0,2
23487,0,2,57,1,0,0,8,0,0
23488,0,2,132,0,0,0,8,0,4
23489,0,2,71,2,0,6,8,1,4
23490,0,2,131,2,0,0,8,6,2
23491,0,2,71,1,0,0,8,0,4
23492,1,0,12,1,0,3,0,6,3
23494,1,3,53,1,0,3,8,6,3
23495,0,2,165,1,0,3,3,6,0
23496,0,2,164,1,0,3,3,0,6
23497,0,2,165,1,0,3,8,0,2
23498,0,2,71,1,0,3,8,0,3
23499,0,2,57,1,0,3,8,6,3
23501,0,2,164,1,0,0,15,0,7
23502,0,2,52,3,0,3,13,6,1
23504,0,2,80,1,0,0,8,6,0
23507,0,0,14,3,0,6,8,5,3
23510,0,2,80,2,1,3,8,4,0
23511,0,0,67,2,0,0,8,0,0
23512,1,1,155,1,0,0,3,2,3
23513,1,0,123,2,0,0,8,1,3
23515,0,2,164,1,0,0,8,6,9
